caseid,BLOCK0QID11_W1,BLOCK0QID12_W1,BLOCK0QID13_W1,BLOCK0QID14_W1,BLOCK0QID15_W1,BLOCK0QID18_W1,BLOCK0QID20_W1,BLOCK0QID21_W1,BLOCK0QID22_W1,BLOCK30QID9_1_W1,BLOCK30QID9_2_W1,BLOCK30QID9_3_W1,BLOCK30QID9_4_W1,BLOCK30QID9_5_W1,BLOCK30QID9_6_W1,BLOCK30QID9_7_W1,BLOCK30QID9_8_W1,BLOCK30QID9_9_W1,BLOCK30QID9_10_W1,BLOCK30QID9_11_W1,BLOCK30QID9_12_W1,BLOCK30QID9_13_W1,BLOCK30QID9_14_W1,BLOCK30QID9_15_W1,BLOCK30QID9_16_W1,BLOCK30QID9_17_W1,BLOCK30QID9_18_W1,BLOCK30QID9_19_W1,BLOCK30QID9_20_W1,BLOCK30QID9_21_W1,BLOCK30QID9_22_W1,BLOCK30QID9_23_W1,BLOCK30QID9_24_W1,BLOCK30QID9_25_W1,BLOCK30QID9_26_W1,BLOCK30QID9_27_W1,BLOCK30QID9_28_W1,BLOCK30QID9_29_W1,BLOCK30QID9_30_W1,BLOCK30QID9_31_W1,BLOCK30QID9_32_W1,BLOCK30QID9_33_W1,BLOCK30QID9_34_W1,BLOCK30QID9_35_W1,BLOCK30QID9_36_W1,BLOCK30QID9_37_W1,BLOCK30QID9_38_W1,BLOCK30QID9_39_W1,BLOCK30QID9_40_W1
10001181,B,B,B,C,E,L,C,A,C,A,B,A,A,A,B,A,A,A,B,A,A,A,B,A,A,B,A,A,A,B,A,B,B,A,A,A,A,B,B,B,A,A,A,B,B,B,A,A,B
10001182,D,A,B,E,A,J,B,D,D,A,A,A,B,A,B,B,A,B,A,B,B,B,B,A,B,B,B,B,A,A,A,A,B,A,B,B,A,B,B,B,A,A,B,A,A,A,B,B,A
10001183,D,A,B,B,A,L,B,A,E,A,A,B,A,B,B,A,A,B,A,A,B,B,B,B,B,A,B,B,B,B,A,B,B,A,B,B,B,A,A,A,B,A,B,B,B,B,B,A,B
10001184,C,A,B,E,C,A,C,B,C,A,B,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A,B,A,B,A,A,B,B,A,A,B,B,B,B,B,A,B,A,B,B,B,A,A,B
10001185,B,B,C,B,A,A,C,B,C,B,A,B,A,B,B,A,B,A,B,B,B,B,B,A,A,A,B,B,B,A,A,A,B,A,A,B,B,A,B,B,B,A,B,B,A,A,B,A,A
10001186,D,A,A,B,D,A,C,A,C,A,B,A,A,A,B,B,A,B,B,B,A,A,B,A,A,A,B,A,A,A,B,A,A,B,A,B,A,A,A,A,B,B,B,A,A,B,A,B,B
10001187,C,A,B,F,A,J,B,D,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,A,A,B,A,B,A,B,B,B,A,B,B,A,B,B,B,A,A,B,B,B,A,B
10001188,D,A,A,E,A,E,C,E,D,B,B,B,B,B,A,B,A,B,B,A,B,B,B,B,A,A,A,B,B,B,B,B,A,A,B,A,B,B,B,B,B,B,A,B,A,A,B,B,B
10001189,C,A,C,B,A,A,A,B,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,A,B,A,A,A,B,B,A,A,B,B,B,A,B,A,B,B,A,A,B,B,B,B,B,A,A
10001190,A,B,C,E,C,G,C,E,C,B,B,A,A,B,B,B,A,B,B,B,B,A,A,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B
10001191,C,B,B,B,A,K,A,D,B,A,B,B,A,B,A,B,B,A,A,A,B,B,A,B,B,A,A,A,B,B,A,B,A,A,B,A,B,A,B,B,B,B,A,B,A,B,B,B,A
10001192,B,A,D,F,A,A,A,E,A,A,A,B,B,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
10001193,D,A,C,E,A,L,B,B,E,B,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,A,B,B
10001194,C,A,B,E,A,L,C,A,C,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B
10001195,B,A,D,B,A,A,C,C,C,B,B,B,B,B,B,A,B,A,A,B,B,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,B
10001196,A,B,D,F,A,A,A,C,C,B,A,A,B,A,A,B,B,A,B,B,A,A,B,A,A,A,B,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,A,B,B,A
10001197,B,B,A,C,E,F,B,B,C,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A
10001198,C,A,C,E,A,B,A,B,B,B,A,B,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,B,A,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B
10001199,A,A,D,C,B,K,C,A,C,B,A,B,B,B,B,B,A,B,B,A,A,A,A,A,A,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B,B,B,B,B,B
10001200,D,B,B,D,A,A,A,B,B,B,B,B,A,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B
10001201,C,B,B,E,B,A,B,B,D,B,A,B,A,A,B,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,B,A,A,A,B,A
10001202,B,A,B,F,A,B,A,E,B,B,A,A,B,B,A,B,B,B,A,A,B,B,B,B,A,A,A,B,B,B,B,B,A,B,A,A,B,B,A,A,B,B,B,A,B,B,B,A,A
10001203,B,A,B,C,A,A,C,C,B,B,A,A,A,A,B,B,B,A,A,B,B,A,B,B,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,B,A,B,A,B
10001204,D,A,D,F,A,J,B,A,E,A,B,A,B,A,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,A,A,A,B,A,B,B,B,A,B,B,B,A,A,B,B,B
10001205,C,A,B,E,A,J,C,E,C,A,A,A,B,B,B,A,B,B,B,A,B,A,A,B,B,A,A,B,B,A,B,B,A,A,B,A,B,B,B,A,B,B,A,A,B,A,A,B,A
10001206,A,A,A,C,A,I,D,B,D,B,B,A,A,B,B,A,B,B,B,B,B,B,A,B,B,A,A,B,A,B,A,B,A,B,B,B,B,A,A,B,B,A,B,B,A,A,B,A,B
10001207,C,B,B,C,A,J,C,C,C,B,A,A,A,B,A,B,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,B,B
10001208,C,B,D,C,A,A,A,B,B,B,A,A,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,A,A,A,A,A,A,B,A,B,A,B,B,A,A,A,B,A,B,B,B
10001209,D,B,B,E,E,L,C,D,C,B,B,B,A,A,A,A,B,A,A,B,B,B,B,A,B,A,B,A,B,B,A,B,B,A,B,B,B,A,B,B,A,B,B,A,B,A,B,B,B
10001210,D,A,A,E,E,J,C,A,C,A,A,A,B,B,B,B,B,B,B,A,A,A,B,A,A,B,B,B,B,A,A,B,B,B,A,B,B,A,A,A,B,A,B,B,A,B,A,A,A
10001211,C,A,B,E,D,J,C,B,C,A,B,B,B,B,B,A,B,A,A,A,A,B,A,A,A,A,A,B,B,B,A,B,A,A,A,B,A,B,B,A,B,B,A,A,B,B,B,A,A
10001212,D,B,D,E,A,H,B,E,D,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,A,B,B,B
10001213,A,A,C,F,A,A,B,E,C,A,A,B,A,B,B,B,A,B,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B
10001214,C,B,D,C,A,K,C,C,C,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,A,B,A,B,B,B,B,B,B,B,B
10001215,D,A,C,F,A,B,B,E,E,A,A,A,B,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,A
10001216,D,A,C,E,A,B,C,E,C,A,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A,B,A,A,B,A,B,B,A,B,A,B,A,A,A,B,B,A,A,A,B,B,B,A,B
10001217,C,A,B,C,A,B,A,E,B,B,B,A,B,B,A,B,B,A,B,A,A,B,A,A,B,B,B,A,B,A,B,A,A,B,A,A,B,B,B,A,A,B,B,B,A,B,B,B,B
10001218,D,A,A,C,A,J,A,E,C,A,A,B,A,A,B,B,B,B,B,B,B,A,A,B,B,B,A,B,A,B,B,B,B,B,A,B,A,B,B,A,B,B,B,A,B,B,B,B,B
10001219,B,B,A,B,C,B,B,B,C,A,B,A,A,B,B,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,B,A,B
10001220,C,B,D,E,A,A,A,E,B,B,B,B,A,A,B,B,B,B,B,B,B,A,B,B,B,B,B,A,A,A,B,A,B,A,B,B,B,A,A,A,A,B,B,A,B,B,B,A,A
10001221,D,A,B,C,D,K,B,E,D,B,B,A,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,A,B,A,A,A,B,B,A,A,B
10001222,B,B,D,E,A,A,B,A,D,B,A,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B
10001223,B,B,C,F,A,A,A,C,B,A,A,B,B,A,A,A,B,A,B,B,B,A,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,A,B,A,B,B,B,A,B,A,B,A,B
10001224,D,A,C,E,A,I,A,E,B,B,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,A,A,B,A,B,A,B,B,B,B,B,B,B,A,B,B,A,B,B,A,B,A,B,B
10001225,C,A,B,D,A,J,C,C,C,A,B,A,B,A,A,A,B,A,B,A,B,B,A,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,A,A
10001226,C,A,C,C,A,A,A,A,B,A,B,A,A,A,A,A,B,B,B,A,B,B,B,A,A,B,B,A,A,A,A,B,A,A,B,A,B,B,B,B,B,B,A,A,B,B,A,A,A
10001227,C,B,C,B,E,K,C,A,B,A,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,A,A,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B
10001228,C,B,A,E,A,J,C,D,C,B,B,B,A,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,A,B,A,A,B,B,B,A,B,B,B,B,B,B,B,B,A,A,B,B
10001229,C,A,B,F,A,A,A,E,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,B,A,B,A,B,B,A,A,A,A,A,A,A,A,B
10001230,B,B,D,D,A,A,C,A,C,A,B,B,B,A,B,A,B,B,A,B,B,B,B,B,A,B,B,A,B,B,B,B,A,A,B,B,B,B,B,A,B,B,A,A,B,B,A,B,A
10001231,C,A,C,E,A,A,C,E,C,B,B,B,B,A,B,B,A,B,A,B,B,B,B,A,A,B,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,B,A,A,A,A,B,B
10001232,C,A,C,F,A,B,C,C,B,B,A,B,A,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,A,B,B,B,A,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,B
10001233,C,A,C,E,A,A,A,E,B,A,B,B,B,A,B,B,A,B,A,A,A,A,B,A,A,B,B,B,A,A,B,A,A,A,B,B,A,B,B,A,B,A,B,A,B,B,A,B,B
10001234,C,A,B,B,A,J,B,B,D,A,A,B,A,B,A,B,A,B,A,A,A,A,A,B,B,A,A,A,B,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,B,B,B
10001235,C,B,A,E,E,J,C,E,E,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B
10001236,B,B,A,F,B,A,B,E,D,B,B,B,A,B,B,B,A,A,B,B,B,B,B,A,A,A,B,B,B,B,A,B,B,A,A,A,B,B,B,A,A,A,B,A,A,A,A,A,B
10001237,D,B,B,F,A,L,B,E,D,B,B,A,B,B,A,A,B,A,B,B,B,A,B,B,A,A,B,B,A,B,B,B,B,B,A,B,B,A,B,A,B,B,B,A,A,B,A,B,A
10001238,C,B,C,E,A,A,A,D,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,A,B,B,B,A,B,A,B,A,B,A,B,B,A,A,B,A,A,A,A,B,B,A,B,B,B
10001239,D,A,B,F,E,B,A,E,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,B,A,B,B,B,A
10001240,D,A,A,B,D,L,A,D,B,B,A,B,A,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,A,A,B,A,B,A,A,B,A,A,A,B,A,B,A,A,B,B,A,B
10001241,B,A,A,B,A,J,B,A,D,B,A,B,B,A,A,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,A,A,A,B,B,A,B
10001242,C,B,D,D,A,A,B,B,D,B,A,B,A,B,B,B,B,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A,B,A,A,B,A,A,A,A,B,B
10001243,B,A,D,E,A,B,B,A,E,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B,A,B,A,B,B,B,B,B,B,B
10001244,D,B,C,F,E,B,C,E,C,A,A,B,B,B,B,A,B,A,B,A,B,B,B,B,B,A,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,B,B,B,A,B,B
10001245,A,A,D,F,A,G,D,B,C,A,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,B,A,A,B,B,B,A,A,A,A,B,A,B,A,A,B,B,A,B,B,B,A,B
10001246,C,A,C,E,A,A,D,E,A,B,A,B,A,A,B,B,A,B,A,A,A,A,B,A,B,A,A,A,A,B,B,B,B,A,B,B,B,B,A,B,A,A,A,B,A,A,A,A,B
10001247,D,B,A,E,D,B,B,B,D,A,A,B,B,B,A,A,B,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,A,B,B,B,B,A,A,A,B,B,B
10001248,C,B,C,E,C,J,B,C,D,B,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,A,A,A,B,A,B,A,A,B,B,A,B,B,A
10001249,D,A,C,B,D,B,B,D,E,A,B,B,B,A,A,A,B,A,B,B,A,B,B,B,A,A,A,B,B,B,B,A,B,B,A,B,B,B,B,A,A,B,B,B,B,B,A,B,A
10001250,C,A,B,E,A,B,A,B,A,A,A,B,A,B,A,B,B,B,A,B,A,A,A,B,A,A,B,B,B,A,A,A,A,B,B,B,A,A,B,A,A,A,A,A,B,A,A,B,A
10001251,B,B,D,D,A,L,C,C,C,A,B,B,A,A,B,A,B,B,B,A,A,B,A,A,B,A,B,B,A,A,B,B,B,B,A,B,B,B,B,A,A,B,A,B,B,B,B,B,B
10001252,A,A,B,C,A,E,C,E,C,B,A,B,B,A,B,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,B,A,A,A,A,B,B,A,B,B,B,B,B,A,B,B,B
10001253,D,A,A,C,D,C,A,D,B,A,B,A,B,A,A,B,B,A,A,B,B,B,A,A,A,A,B,B,A,B,B,B,A,B,A,A,A,A,B,A,A,B,A,A,B,B,A,A,A
10001254,C,A,C,B,B,I,B,C,D,A,A,B,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,B,A,A,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A
10001255,D,A,A,F,D,B,C,E,C,B,A,A,B,B,B,B,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,A,A,B,B,A,A,B,A,B,B,B,B,B,B,B,B,B,B
10001256,B,A,C,D,E,I,C,A,C,A,B,B,B,B,A,B,A,B,B,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,A,B,B
10001257,C,B,B,F,C,K,B,E,D,B,A,B,B,B,A,B,A,A,A,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,A,B,A,A,A
10001258,C,A,B,E,A,A,B,B,E,B,B,B,A,B,B,B,B,B,A,B,B,B,B,A,A,B,B,B,B,A,B,B,B,B,B,B,B,A,B,B,A,A,B,B,A,A,A,A,A
10001259,C,B,C,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,A,B,A,A,B,A,B,A,B,B,B,B,B,A,B,B,B,B,A,B,B,A
10001260,B,A,C,F,A,A,A,B,B,B,B,B,B,A,A,A,A,B,B,B,A,B,B,A,B,B,A,A,B,B,A,B,B,B,B,B,A,B,B,B,A,A,A,B,A,A,B,A,A
10001261,B,A,B,C,A,J,B,B,E,B,B,B,A,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,A,B,A,A
10001262,C,B,B,C,B,L,D,C,C,B,A,B,B,B,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A
10001263,C,A,C,B,A,I,B,D,E,B,A,A,B,B,A,A,B,A,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,B,A,B,A,B,B,A,B,B,B
10001264,B,B,B,E,A,L,C,E,C,A,A,A,B,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,B,A,A,B,A,A,A,B,A,B,A,A,B,A
10001265,C,A,A,B,A,L,C,E,D,B,A,A,B,A,A,B,B,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,B,B,A,A,B,A,B,B,B,B,B,B,A,B,B
10001266,B,B,B,E,A,I,B,E,D,A,B,B,B,B,B,A,B,A,A,B,B,B,A,B,A,B,A,A,B,B,B,B,B,B,A,A,B,B,B,B,A,B,B,B,B,B,A,A,A
10001267,C,B,C,E,A,A,B,D,D,A,B,B,A,B,B,A,A,B,B,A,A,A,B,A,A,B,B,B,B,A,A,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,B,A
10001268,B,A,A,B,D,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,B,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,B,B,A,A
10001269,C,B,C,E,A,B,A,C,A,B,B,B,A,B,B,B,A,B,B,B,A,A,B,B,A,B,B,B,B,B,A,A,A,B,A,A,B,B,B,B,B,A,B,B,B,B,B,A,B
10001270,D,A,A,E,A,L,B,E,E,A,B,A,A,B,A,B,B,B,A,B,B,A,B,A,A,B,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,B,A,A,B,B,B,B,B
10001271,B,A,B,E,A,B,C,D,C,A,B,A,B,B,B,A,B,B,A,B,B,A,A,B,B,B,A,B,B,A,B,A,B,A,A,B,A,B,A,B,A,B,B,B,A,B,B,B,A
10001272,C,A,C,E,A,J,C,D,C,B,B,B,B,A,B,B,A,A,A,B,A,B,B,A,B,B,A,A,A,A,A,B,A,B,B,A,A,B,B,A,A,A,B,B,B,A,B,B,A
10001273,C,A,C,E,A,L,B,E,E,A,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,A,B,B,B,A,B,B,B,B,B,B,B,B
10001274,C,B,B,C,A,J,B,B,D,A,A,A,B,A,A,A,A,A,B,B,A,A,B,A,B,A,B,A,B,B,A,B,A,A,A,A,B,B,B,A,B,B,B,B,B,B,B,B,A
10001275,C,B,C,F,A,A,A,E,B,A,B,A,A,B,A,B,A,B,B,B,B,A,B,A,B,A,B,A,A,B,B,B,B,B,B,B,A,A,A,A,A,B,A,B,B,B,A,B,B
10001276,A,A,B,F,A,A,A,E,B,B,B,A,B,B,B,B,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,B,B,A,A,B,A,A,A,B,A,B,A,B,A,B
10001277,C,A,A,C,A,J,B,B,D,A,A,A,B,B,A,B,A,B,A,B,A,A,A,B,B,B,A,B,B,A,B,B,B,B,A,B,B,B,A,B,B,A,B,B,A,A,B,B,A
10001278,A,B,D,C,A,B,B,E,D,B,B,A,B,B,B,A,A,B,B,A,B,A,B,B,A,B,B,B,B,A,B,A,B,B,B,A,A,B,B,A,B,B,A,B,B,B,B,B,B
10001279,C,B,B,F,A,A,A,E,B,B,B,A,B,A,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,A,B,B,B,B,A,A,B,B,A,B,B,B
10001280,C,B,C,C,A,B,A,A,B,B,B,A,A,A,B,B,B,A,B,B,A,A,B,A,B,A,B,A,B,A,A,B,B,A,B,B,B,B,A,A,B,A,B,A,A,B,B,B,B
10001281,A,B,D,E,A,B,C,C,B,B,B,B,B,A,A,B,B,A,A,B,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,B,A,A,A,A,B,B,B,B,B,A,B,B
10001282,D,A,A,C,D,B,B,E,E,A,B,B,B,A,B,A,A,A,B,A,A,B,A,B,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,A,A,B,B,A,B
10001283,A,B,B,B,A,L,A,D,B,B,A,B,B,B,B,A,A,B,B,B,A,B,A,A,B,A,B,B,A,A,A,A,A,A,B,A,B,B,A,B,A,A,A,A,A,A,B,A,A
10001284,B,B,C,D,A,B,B,A,D,B,A,B,B,B,B,B,B,B,B,B,B,B,A,A,A,B,B,A,B,A,A,B,B,A,A,B,A,A,A,B,B,B,B,B,A,A,A,B,A
10001285,D,B,B,E,D,I,B,C,E,A,A,A,B,B,B,A,A,B,B,B,B,A,B,A,A,A,A,B,A,B,A,B,B,B,B,A,B,A,B,B,A,A,B,A,B,A,B,A,B
10001286,A,A,C,E,A,B,B,E,C,B,A,B,B,B,B,A,A,B,B,A,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,B,B,A,A,A,B,A,B,A,B,B,B
10001287,C,A,D,F,B,J,A,E,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,A,B,A,A,A,A,B,B,B,A,A,A
10001288,D,A,C,C,A,A,A,B,B,A,B,A,B,B,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,A,A,A,A,B,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A
10001289,D,B,C,F,A,L,B,E,E,B,B,B,B,B,A,B,B,B,B,B,A,A,B,A,B,A,B,B,A,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B
10001290,B,A,B,E,A,A,C,A,C,A,A,B,A,B,B,B,B,A,A,B,B,B,B,A,A,B,B,B,B,B,B,B,A,B,B,B,A,B,B,A,B,B,B,B,B,B,B,B,B
10001291,C,A,B,D,C,I,C,A,C,B,A,B,B,B,B,A,B,B,A,B,A,B,A,A,A,B,B,B,B,A,B,A,B,B,A,A,A,A,B,A,B,B,B,B,B,A,B,B,A
10001292,B,B,A,E,A,I,B,D,E,B,B,B,B,B,B,A,B,B,A,B,B,B,B,A,A,A,B,B,A,A,A,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,B,A,B
10001293,D,B,B,F,C,L,B,E,D,B,A,A,B,B,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
10001294,C,B,A,F,C,J,B,D,D,A,B,A,B,B,B,B,B,A,B,B,A,B,B,A,B,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A
10001295,A,B,C,E,A,A,B,E,E,B,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,A,A,B,B
10001296,C,B,C,F,A,B,C,D,C,A,A,B,B,B,A,A,A,A,B,B,A,B,B,B,A,A,B,B,B,B,A,B,A,A,B,B,B,B,B,B,B,B,B,B,A,A,A,B,A
10001297,C,A,A,E,B,B,A,E,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10001298,D,B,B,E,A,J,B,A,D,A,B,B,A,B,B,A,B,B,A,B,B,B,A,A,B,B,A,B,B,A,B,B,B,A,B,B,A,B,B,B,A,A,A,A,B,B,A,B,B
10001299,B,A,A,B,B,B,B,B,D,A,B,B,A,A,B,A,B,B,A,A,A,A,A,B,B,A,B,B,B,A,A,A,A,B,A,A,B,A,B,A,B,A,B,B,A,A,A,B,B
10001300,C,A,A,E,A,B,C,D,B,B,A,A,B,B,A,A,A,A,A,A,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,A,A,B,B,A,B,A,B,A,B,A,A,B
10001301,C,B,B,E,D,B,A,E,B,B,B,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,B,B,A,B,B,A,A,B,B,B,A,B,B,B,B,B,B,B,A
10001302,C,A,C,E,A,B,A,D,B,A,B,B,A,B,B,A,B,B,B,A,A,A,B,B,B,B,A,A,A,B,B,B,B,A,A,B,A,A,A,A,A,B,A,B,A,A,B,B,B
10001303,D,A,C,F,A,B,D,E,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,B,A,B,B,B,B
10001304,C,A,B,D,D,J,C,A,C,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,B,B,B,A,B,B,A,B,A,B,B,B,A,A,A,B,B,B,B,B,B,B,A,B,B
10001305,D,B,C,F,A,A,B,D,B,B,B,A,A,A,A,B,A,A,A,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B
10001306,B,B,B,C,A,K,B,B,D,B,B,A,B,A,B,A,A,B,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,B,B,B,A,A,B,B
10001307,C,B,B,F,B,A,A,E,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A
10001308,A,B,B,C,A,J,B,B,C,B,B,A,A,B,A,A,B,B,A,B,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A,B,B,B,B,B,A,B,B,B,A,B,A,A,A
10001309,D,B,A,D,C,K,C,B,C,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B
10001310,C,A,C,F,B,A,B,E,D,A,B,A,A,A,A,A,B,A,A,A,A,B,A,B,A,B,B,A,A,B,B,B,A,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A
